cell_id,pred_phase,pred_age
cell_7894,G1,293.7450667
cell_7895,G1,58.7776
cell_7896,G2,807.1157333
cell_7897,S,441.9338667
cell_7898,S,899.4128
cell_7899,S,394.5178667
cell_7900,S,657.8490667
cell_7901,G2,916.1605333
cell_7902,S,442.2469333
cell_7903,G2,879.4378667
cell_7904,G1,502.056
cell_7905,G1,242.688
cell_7906,G1,204.9802667
cell_7907,G1,120.4256
cell_7908,G1,128.2938667
cell_7909,S,772.9264
cell_7910,S,814.7824
cell_7911,G1,189.4357333
cell_7912,G2,1018.687467
cell_7913,G2,923.4602667
cell_7914,S,873.6469333
cell_7915,G1,167.2144
cell_7916,S,533.9877333
cell_7917,G1,284.6794667
cell_7918,G1,264.96
cell_7919,G1,203.5776
cell_7920,S,654.7130667
cell_7921,G1,46.58453333
cell_7922,G1,133.1498667
cell_7923,G2,941.3445333
cell_7924,G1,276.4485333
cell_7925,S,550.6389333
cell_7926,S,581.6010667
cell_7927,S,387.1269333
cell_7928,G2,969.7413333
cell_7929,G1,126.272
cell_7930,S,705.9456
cell_7931,S,713.0869333
cell_7932,G1,184.3797333
cell_7933,G1,227.9216
cell_7934,G1,149.2218667
cell_7935,G1,195.8730667
cell_7936,G1,560.9136
cell_7937,G1,63.7792
cell_7938,G1,228.2357333
cell_7939,S,613.2954667
cell_7940,S,360.3722667
cell_7941,G1,161.7093333
cell_7942,G1,261.8426667
cell_7943,G2,892.1253333
cell_7944,G1,299.6981333
cell_7945,G1,195.7541333
cell_7946,G1,230.1082667
cell_7947,G1,203.3162667
cell_7948,S,614.1296
cell_7949,G1,214.5621333
cell_7950,G1,265.1088
cell_7951,G2,927.0010667
cell_7952,G1,287.6917333
cell_7953,G1,278.1450667
cell_7954,G1,96.26666667
cell_7955,G1,254.0058667
cell_7956,G1,154.5472
cell_7957,S,545.5536
cell_7958,S,436.4234667
cell_7959,G1,277.3717333
cell_7960,G1,57.28266667
cell_7961,S,471.872
cell_7962,G1,127.5114667
cell_7963,S,659.1824
cell_7964,G1,233.184
cell_7965,G1,46.19253333
cell_7966,G1,290.7178667
cell_7967,S,663.4288
cell_7968,S,650.4448
cell_7969,G2,842.3845333
cell_7970,S,546.2874667
cell_7971,S,351.7322667
cell_7972,S,538.5242667
cell_7973,G1,246.0837333
cell_7974,S,401.8346667
cell_7975,G1,265.0538667
cell_7976,G1,222.0122667
cell_7977,S,757.7770667
cell_7978,G1,198.2032
cell_7979,G1,278.7066667
cell_7980,S,664.7189333
cell_7981,G1,216.0944
cell_7982,G2,796.0213333
cell_7983,G1,135.4933333
cell_7984,S,770.1536
cell_7985,G1,201.9712
cell_7986,G2,998.1776
cell_7987,G1,273.4613333
cell_7988,G1,157.5184
cell_7989,G1,79.28853333
cell_7990,G1,301.6741333
cell_7991,S,554.2789333
cell_7992,S,650.6773333
cell_7993,S,430.4762667
cell_7994,G1,134.0346667
cell_7995,S,678.4410667
cell_7996,G1,49.8272
cell_7997,G1,270.5957333
cell_7998,G1,769.3674667
cell_7999,G1,195.792
cell_8000,S,389.0314667
cell_8001,G1,68.22666667
cell_8002,S,617.7232
cell_8003,G1,263.1034667
cell_8004,G1,162.0938667
cell_8005,G1,241.9216
cell_8006,G2,860.7712
cell_8007,G1,199.7114667
cell_8008,S,366.8709333
cell_8009,G1,184.1621333
cell_8010,G1,240.5029333
cell_8011,G1,120.2442667
cell_8012,G1,233.1205333
cell_8013,G1,300.2597333
cell_8014,S,633.4789333
cell_8015,G1,190.8890667
cell_8016,G2,1024.6016
cell_8017,G1,46.91466667
cell_8018,G1,296.4512
cell_8019,G2,994.2682667
cell_8020,G1,267.9269333
cell_8021,G1,1020.479467
cell_8022,G1,212.3376
cell_8023,G1,195.8144
cell_8024,G1,167.1573333
cell_8025,G1,187.9018667
cell_8026,G1,244.4666667
cell_8027,G1,202.1034667
cell_8028,G1,301.9488
cell_8029,G2,948.5984
cell_8030,G1,237.8858667
cell_8031,G1,180.1456
cell_8032,S,389.6944
cell_8033,G1,287.6202667
cell_8034,G1,195.8997333
cell_8035,G1,190.6789333
cell_8036,G1,46.68906667
cell_8037,G2,874.8096
cell_8038,G1,213.3104
cell_8039,G1,310.5328
cell_8040,G1,608.0794667
cell_8041,S,647.4912
cell_8042,G1,193.7269333
cell_8043,S,582.3749333
cell_8044,G1,187.0112
cell_8045,G1,256.9808
cell_8046,G1,55.0064
cell_8047,G1,891.1813333
cell_8048,G2,975.5018667
cell_8049,G1,227.3242667
cell_8050,S,668.44
cell_8051,S,435.7269333
cell_8052,G1,196.9418667
cell_8053,G1,263.7632
cell_8054,G1,156.7717333
cell_8055,G1,254.3930667
cell_8056,G2,1013.743467
cell_8057,G1,231.3264
cell_8058,G1,198.5296
cell_8059,S,661.0885333
cell_8060,G1,129.7930667
cell_8061,G1,172.5536
cell_8062,S,394.3013333
cell_8063,S,588.6576
cell_8064,G1,986.1242667
cell_8065,G1,276.5493333
cell_8066,G1,80.4352
cell_8067,S,414.5610667
cell_8068,S,475.3808
cell_8069,G1,190.3109333
cell_8070,G2,987.1312
cell_8071,G1,97.752
cell_8072,G1,234.7392
cell_8073,G1,197.5077333
cell_8074,G1,237.1450667
cell_8075,S,357.5226667
cell_8076,G1,64.5376
cell_8077,S,372.1685333
cell_8078,G1,206.3749333
cell_8079,G1,234.4570667
cell_8080,S,693.1376
cell_8081,G1,197.5098667
cell_8082,G1,187.6816
cell_8083,G1,321.8554667
cell_8084,G1,262.2634667
cell_8085,G1,103.3397333
cell_8086,G1,149.5781333
cell_8087,G1,211.4256
cell_8088,G1,243.6085333
cell_8089,S,599.1546667
cell_8090,G1,244.3930667
cell_8091,G2,887.7813333
cell_8092,S,704.4874667
cell_8093,G1,265.1866667
cell_8094,S,480.4325333
cell_8095,G1,196.064
cell_8096,G1,49.6768
cell_8097,G1,284.4618667
cell_8098,G1,125.4554667
cell_8099,G1,120.2042667
cell_8100,G1,191.0245333
cell_8101,S,703.3408
cell_8102,G2,868.304
cell_8103,G1,255.6202667
cell_8105,G1,115.6650667
cell_8106,S,613.3962667
cell_8107,S,399.3994667
cell_8108,G1,50.02933333
cell_8109,G1,151.04
cell_8110,G1,133.7989333
cell_8111,G1,198.1717333
cell_8112,G1,126.8965333
cell_8113,S,630.952
cell_8114,S,412.0752
cell_8115,G1,166.8506667
cell_8116,G1,158.1376
cell_8117,G1,235.3392
cell_8118,G1,224.5786667
cell_8119,G1,882.2645333
cell_8120,G1,178.4314667
cell_8121,S,654.5541333
cell_8122,G1,281.1621333
cell_8123,G2,830.6976
cell_8124,G1,260.4224
cell_8125,G1,183.1744
cell_8126,G1,145.0037333
cell_8127,S,512.3232
cell_8128,G2,999.9525333
cell_8129,G1,209.6576
cell_8130,G1,137.0453333
cell_8131,G1,146.776
cell_8132,G1,244.8181333
cell_8133,G2,953.584
cell_8134,G1,604.5418667
cell_8135,G1,131.0581333
cell_8136,S,686.8906667
cell_8137,G1,185.6821333
cell_8138,S,397.7973333
cell_8139,G2,893.9269333
cell_8140,S,747.8826667
cell_8141,G1,222.4506667
cell_8142,G1,129.1162667
cell_8143,G1,407.0922667
cell_8144,G1,211.928
cell_8145,G1,248.2496
cell_8146,G1,125.6437333
cell_8147,G1,628.2506667
cell_8148,G2,855.4021333
cell_8149,G1,179.5488
cell_8150,G2,1030.229333
cell_8151,G1,260.3770667
cell_8152,G2,1052.0816
cell_8153,G1,170.9685333
cell_8154,G1,276.144
cell_8155,G1,384.0144
cell_8156,G1,794.1136
cell_8157,G1,148.5861333
cell_8158,G1,262.5408
cell_8159,G1,87.624
cell_8160,S,535.1781333
cell_8161,S,410.2133333
cell_8162,S,684.7274667
cell_8163,G1,192.7146667
cell_8164,G1,117.7872
cell_8165,G1,503.2448
cell_8166,G2,932.0112
cell_8167,G1,53.2992
cell_8168,S,742.1024
cell_8169,G1,68.8592
cell_8170,G2,933.7237333
cell_8171,G1,44.28213333
cell_8172,S,659.5274667
cell_8173,G1,185.9616
cell_8174,G1,140.3930667
cell_8175,G1,301.4768
cell_8176,S,570.8245333
cell_8177,G2,849.6976
cell_8178,G1,49.432
cell_8179,S,885.6389333
cell_8180,G2,945.4026667
cell_8181,S,771.7562667
cell_8182,S,651.3285333
cell_8183,G1,275.0192
cell_8184,G2,975.7866667
cell_8185,S,363.9301333
cell_8187,G1,202.584
cell_8188,G2,1146.664533
cell_8189,G1,147.6629333
cell_8190,G1,542.8784
cell_8191,S,389.6224
cell_8192,G1,169.9898667
cell_8193,S,670.8133333
cell_8194,G1,173.7744
cell_8195,G1,661.8885333
cell_8196,S,371.1744
cell_8197,G2,883.8837333
cell_8198,G1,802.92
cell_8199,G2,991.7008
cell_8200,G1,245.6394667
cell_8201,G1,608.1621333
cell_8202,S,383.3194667
cell_8203,G1,107.1098667
cell_8204,G1,170.2602667
cell_8205,G1,130.5893333
cell_8206,G1,108.5365333
cell_8207,G1,137.1013333
cell_8208,G1,212.1802667
cell_8209,S,358.5461333
cell_8210,G2,903.9184
cell_8211,G1,186.5834667
cell_8212,S,596.9914667
cell_8213,S,520.6570667
cell_8214,G2,930.7024
cell_8215,G1,140.6613333
cell_8216,S,486.8112
cell_8217,G1,195.8357333
cell_8218,S,394.5984
cell_8219,G1,272.7610667
cell_8220,G1,103.4176
cell_8221,G1,164.3877333
cell_8222,G1,161.0922667
cell_8223,G1,147.0565333
cell_8224,S,687.7712
cell_8225,S,563.6586667
cell_8226,G2,1081.506133
cell_8227,G1,263.1722667
cell_8228,S,627.2426667
cell_8229,S,566.4752
cell_8230,G1,179.264
cell_8231,G1,165.8133333
cell_8232,S,644.328
cell_8233,G1,993.8848
cell_8234,S,421.9530667
cell_8235,S,391.784
cell_8236,G1,117.9653333
cell_8237,G1,253.3466667
cell_8238,S,451.2597333
cell_8239,G1,903.4250667
cell_8240,S,419.3984
cell_8241,S,526.2464
cell_8242,S,389.6186667
cell_8243,G2,965.9354667
cell_8244,G1,148.2170667
cell_8245,G1,126.6981333
cell_8246,G1,135.8954667
cell_8247,G1,115.056
cell_8248,S,331.8336
cell_8249,G1,269.0997333
cell_8250,G1,150.3098667
cell_8251,G2,958.6752
cell_8252,G1,102.2832
cell_8253,G1,170.7818667
cell_8254,S,516.9856
cell_8255,G1,853.3626667
cell_8256,S,491.4789333
cell_8257,G1,238.2586667
cell_8259,G1,190.1936
cell_8260,G1,98.57066667
cell_8261,G1,878.8261333
cell_8262,G1,61.1824
cell_8263,G1,171.9168
cell_8264,G1,88.44746667
cell_8265,G1,102.168
cell_8266,S,699.5093333
cell_8267,G1,855.9061333
cell_8268,G2,964.8698667
cell_8269,S,417.5466667
cell_8270,G1,286.6192
cell_8271,G1,136.1445333
cell_8272,G1,121.2821333
cell_8273,S,370.2234667
cell_8274,G1,851.4405333
cell_8275,G2,960.9466667
cell_8276,G1,181.9146667
cell_8277,G1,209.0234667
cell_8278,G1,159.9050667
cell_8279,G1,153.5653333
cell_8280,G1,131.2357333
cell_8281,G1,267.536
cell_8282,G1,151.2538667
cell_8283,G2,952.5877333
cell_8284,G1,242.9477333
cell_8285,S,477.6986667
cell_8286,S,377.7498667
cell_8287,G1,261.1514667
cell_8288,S,694.3216
cell_8289,G1,161.9744
cell_8290,G1,275.7968
cell_8291,G1,434.0581333
cell_8292,G1,137.5344
cell_8293,G1,401.9344
cell_8294,S,440.4362667
cell_8295,G1,298.2149333
cell_8296,G1,94.61546667
cell_8297,G1,146.0421333
cell_8298,S,462.6869333
cell_8299,G1,293.2890667
cell_8300,G1,238.8656
cell_8301,G1,278.3226667
cell_8302,G1,224.4464
cell_8303,G2,935.7797333
cell_8304,G1,59.9984
cell_8305,S,752.5861333
cell_8306,G1,97.90933333
cell_8307,S,602.9242667
cell_8308,G1,269.3424
cell_8309,G1,134.7136
cell_8310,G1,93.3696
cell_8311,G1,134.3296
cell_8312,G2,925.3536
cell_8313,G1,305.5674667
cell_8314,S,478.9946667
cell_8315,G1,53.48693333
cell_8316,G1,165.4064
cell_8317,S,384.9621333
cell_8318,S,683.3397333
cell_8319,G1,819.6976
cell_8321,S,661.152
cell_8322,G1,124.8784
cell_8323,G1,194.3173333
cell_8324,G1,145.6442667
cell_8325,G1,128.4661333
cell_8326,G1,119.6176
cell_8327,G1,142.4912
cell_8328,G1,64.9424
cell_8329,G1,159.3301333
cell_8330,G1,266.1914667
cell_8331,S,403.1024
cell_8332,G1,65.6816
cell_8333,G1,205.4357333
cell_8334,G1,239.9845333
cell_8335,S,686.3845333
cell_8336,G1,203.3605333
cell_8337,S,584.7152
cell_8338,G1,312.5077333
cell_8339,G1,151.3845333
cell_8340,G1,165.816
cell_8341,G1,137.3728
cell_8342,G1,188.1877333
cell_8343,G1,285.0784
cell_8344,G1,165.4005333
cell_8345,G2,935.6181333
cell_8346,G2,1033.730133
cell_8347,S,643.8128
cell_8348,S,367.104
cell_8349,S,541.6005333
cell_8350,G2,911.2506667
cell_8351,S,448.2426667
cell_8352,G1,176.3104
cell_8353,G1,222.2085333
cell_8354,G1,124.28
cell_8355,G1,193.0090667
cell_8356,G1,787.4938667
cell_8357,S,542.6970667
cell_8358,S,442.8304
cell_8359,G1,214.4410667
cell_8360,G1,191.6906667
cell_8361,S,868.2597333
cell_8362,G2,1016.032533
cell_8363,G2,1013.095467
cell_8364,G1,196.4138667
cell_8365,S,467.2464
cell_8366,G1,125.944
cell_8367,S,559.3290667
cell_8368,G1,299.2554667
cell_8369,G1,214.5914667
cell_8370,G1,153.5445333
cell_8371,G1,227.8288
cell_8372,G2,908.7610667
cell_8373,G1,891.0256
cell_8375,G2,850.0682667
cell_8376,G2,909.8192
cell_8377,G1,110.0176
cell_8378,G1,223.6565333
cell_8379,G2,968.1904
cell_8380,S,754.1237333
cell_8382,S,556.9338667
cell_8383,G1,51.03413333
cell_8384,G1,119.9477333
cell_8385,G1,296.3578667
cell_8386,S,888.5802667
cell_8387,S,644.032
cell_8388,G1,99.8752
cell_8389,G2,951.3285333
cell_8390,G2,887.9541333
cell_8391,S,415.9232
cell_8392,G1,74.0752
cell_8393,S,667.3418667
cell_8394,S,588.6202667
cell_8395,G2,981.6810667
cell_8396,G2,931.6981333
cell_8397,G1,90.72746667
cell_8398,G1,285.2405333
cell_8399,G1,503.7978667
cell_8400,G1,194.7258667
cell_8401,G1,250.8832
cell_8402,S,690.2405333
cell_8403,G1,833.3930667
cell_8404,S,392.744
cell_8405,S,354.0474667
cell_8406,S,350.2341333
cell_8407,S,418.3632
cell_8408,S,741.4458667
cell_8409,G1,155.2394667
cell_8410,S,753.6896
cell_8411,G1,152.3061333
cell_8412,G2,1113.105067
cell_8413,S,696.0426667
cell_8414,G1,295.5253333
cell_8415,S,487.5930667
cell_8416,S,507.2410667
cell_8417,G1,101.6058667
cell_8418,G1,597.0842667
cell_8419,G1,195.6106667
cell_8420,G1,220.4890667
cell_8421,G1,112.2122667
cell_8422,G1,124.0837333
cell_8423,G1,270.9402667
cell_8424,S,698.1349333
cell_8425,G1,307.5504
cell_8426,S,872.4266667
cell_8427,G1,284.5621333
cell_8428,G1,211.0928
cell_8429,G2,900.9285333
cell_8430,G1,279.9845333
cell_8431,G1,227.0581333
cell_8432,G1,198.8554667
cell_8433,G1,142.7322667
cell_8434,S,657.3242667
cell_8435,G1,69.14293333
cell_8436,G1,250.752
cell_8437,G1,202.9242667
cell_8438,G1,283.9546667
cell_8439,G1,222.0149333
cell_8440,S,431.8272
cell_8441,G1,186.7509333
cell_8442,S,501.4021333
cell_8443,G1,178.2762667
cell_8444,G2,865.7845333
cell_8445,G1,264.4912
cell_8446,S,509.3301333
cell_8447,G1,373.6197333
cell_8448,S,734.5269333
cell_8449,G1,902.2789333
cell_8450,G1,179.1098667
cell_8451,G2,894.0229333
cell_8452,G1,375.7093333
cell_8453,G2,894.0474667
cell_8454,G1,112.1189333
cell_8455,S,451.2858667
cell_8456,G1,161.5973333
cell_8457,G1,200.8298667
cell_8458,G1,487.9093333
cell_8459,G1,215.3509333
cell_8460,S,697.6416
cell_8461,S,329.5589333
cell_8462,G1,242.4213333
cell_8463,G1,194.9258667
cell_8464,S,365.6192
cell_8465,G1,236.1189333
cell_8466,S,368.8032
cell_8468,G1,457.2186667
cell_8469,S,536.0853333
cell_8470,S,450.3642667
cell_8471,G2,1006.261867
cell_8472,G2,989.7648
cell_8473,G1,174.5653333
cell_8474,G1,297.8629333
cell_8475,S,364.9909333
cell_8476,G1,190.0282667
cell_8477,G1,61.1072
cell_8478,S,386.4074667
cell_8479,G1,175.4005333
cell_8480,S,504.1216
cell_8481,S,488.3850667
cell_8482,G1,94.11573333
cell_8483,G1,114.8709333
cell_8484,G1,202.4005333
cell_8485,G1,193.2608
cell_8486,G1,188.5029333
cell_8487,S,789.3813333
cell_8488,G2,930.7376
cell_8489,S,352.1333333
cell_8490,G1,55.6976
cell_8491,G1,133.856
cell_8492,G1,160.7488
cell_8493,S,720.4442667
cell_8494,G1,153.3989333
cell_8495,G1,144.4650667
cell_8496,G1,177.1589333
cell_8497,G2,891.2389333
cell_8498,S,453.5850667
cell_8499,S,374.8874667
cell_8500,G1,198.1141333
cell_8501,S,680.36
cell_8502,G1,152.7610667
cell_8503,S,445.4917333
cell_8504,G1,185.8608
cell_8505,S,664.2085333
cell_8506,G1,168.8629333
cell_8507,G2,943.0778667
cell_8508,S,741.6634667
cell_8509,S,389.448
cell_8510,S,447.5013333
cell_8511,G1,219.7968
cell_8512,S,420.312
cell_8513,G1,301.7392
cell_8514,G1,128.6106667
cell_8515,G1,116.5141333
cell_8516,S,461.9157333
cell_8517,G2,1004.1792
cell_8518,G1,193.5952
cell_8519,G1,295.9221333
cell_8520,G1,209.9605333
cell_8521,G2,1032.3488
cell_8522,G1,540.9184
cell_8523,S,524.4213333
cell_8524,G1,304.3594667
cell_8525,G1,185.5573333
cell_8526,G2,1055.1808
cell_8527,G1,280.2682667
cell_8528,G2,958.2874667
cell_8529,G1,53.8768
cell_8530,G2,1043.493867
cell_8531,G1,237.0741333
cell_8532,G1,55.0528
cell_8533,G1,217.4629333
cell_8534,G1,202.6784
cell_8535,G1,288.0106667
cell_8536,G1,252.2170667
cell_8537,G1,204.3562667
cell_8538,G1,240.2826667
cell_8539,G2,935.0314667
cell_8540,G1,180.3994667
cell_8541,S,358.9162667
cell_8542,G1,159.4666667
cell_8543,G1,249.984
cell_8544,S,373.0714667
cell_8545,G1,195.3205333
cell_8546,S,630.0362667
cell_8547,G1,167.6325333
cell_8548,S,482.5973333
cell_8549,S,391.0741333
cell_8550,G1,227.2928
cell_8551,G1,253.9141333
cell_8552,G1,316.3072
cell_8553,G1,251.9605333
cell_8554,G1,957.9562667
cell_8555,G1,206.2570667
cell_8556,G2,1010.372267
cell_8557,G1,126.9317333
cell_8558,G1,215.1008
cell_8559,S,416.9381333
cell_8560,S,556.096
cell_8561,G2,1001.0368
cell_8562,G1,225.3642667
cell_8563,G1,150.6746667
cell_8564,G1,163.6325333
cell_8565,G1,408.4853333
cell_8566,G1,267.9744
cell_8567,G1,262.6853333
cell_8568,S,675.8250667
cell_8570,G1,240.1354667
cell_8571,G1,143.1285333
cell_8572,G1,279.3413333
cell_8573,G2,1035.281067
cell_8574,S,709.4154667
cell_8575,G2,828.0709333
cell_8576,G1,226.0912
cell_8577,G1,307.8656
cell_8578,G1,816.0917333
cell_8579,G1,210.3077333
cell_8580,G1,326.5194667
cell_8581,G2,985.5130667
cell_8582,S,920.4442667
cell_8583,G1,936.3936
cell_8584,G1,589.7397333
cell_8585,G1,254.8085333
cell_8586,G1,319.3376
cell_8587,S,375.9653333
cell_8588,S,370.7552
cell_8589,G1,250.5269333
cell_8590,S,394.5226667
cell_8591,G1,196.2058667
cell_8592,G1,979.8224
cell_8593,S,708.5210667
cell_8594,G1,186.0085333
cell_8595,G1,208.5130667
cell_8596,G1,204.4837333
cell_8597,G1,811.2373333
cell_8598,G1,306.0085333
cell_8599,G1,130.7936
cell_8600,S,616.5157333
cell_8601,G1,263.5008
cell_8602,G1,232.0826667
cell_8603,G1,239.3024
cell_8604,G1,207.4154667
cell_8605,G1,266.0538667
cell_8606,S,401.3589333
cell_8607,G1,210.4421333
cell_8608,G1,238.1264
cell_8609,G1,251.4992
cell_8610,G1,229.3370667
cell_8611,G2,918.9168
cell_8612,G1,221.0581333
cell_8613,G2,897.8762667
cell_8614,G2,1075.5824
cell_8615,G1,329.0309333
cell_8616,G1,230.0517333
cell_8617,G2,1003.952533
cell_8618,G1,115.8992
cell_8619,S,478.6858667
cell_8620,G1,287.4410667
cell_8621,G2,974.5328
cell_8622,G2,944.7338667
cell_8623,S,530.3386667
cell_8624,G1,175.3301333
cell_8625,G1,166.2170667
cell_8626,G2,931.3061333
cell_8627,G2,1013.258133
cell_8628,G1,245.6917333
cell_8629,S,639.4234667
cell_8630,G1,72.1968
cell_8631,S,363.9856
cell_8632,G1,63.7232
cell_8633,S,552.0336
cell_8634,G2,983.7808
cell_8635,G1,220.7557333
cell_8636,G2,917.3648
cell_8637,G1,300.9408
cell_8638,S,617.1978667
cell_8639,G1,493.6554667
cell_8640,S,350.6181333
cell_8641,S,451.2266667
cell_8642,G1,770.8176
cell_8643,S,445.4245333
cell_8644,S,440.9930667
cell_8645,S,375.8490667
cell_8646,G2,992.0885333
cell_8647,G1,272.9808
cell_8648,G1,233.8672
cell_8649,G1,213.9952
cell_8650,S,355.0608
cell_8651,G1,246.5557333
cell_8652,G2,855.144
cell_8653,G1,81.10933333
cell_8654,G1,104.4853333
cell_8655,G1,86.6016
cell_8656,S,523.7722667
cell_8657,G1,436.1173333
cell_8658,G1,251.5541333
cell_8659,G2,1071.403733
cell_8661,G2,837.8533333
cell_8662,S,608.6122667
cell_8663,G1,515.6816
cell_8664,G1,61.28586667
cell_8665,G2,1008.373333
cell_8666,G1,198.2389333
cell_8667,G1,113.352
cell_8668,G2,988.192
cell_8669,S,472.8373333
cell_8670,G1,145.4090667
cell_8671,S,694.2272
cell_8672,G1,133.6085333
cell_8673,G1,137.84
cell_8674,G2,932.1477333
cell_8675,S,520.3402667
cell_8676,G2,844.7536
cell_8677,G1,238.9818667
cell_8678,G1,258.3109333
cell_8679,G1,269.7530667
cell_8680,G1,154.5344
cell_8681,G1,968.3824
cell_8682,G1,186.9082667
cell_8683,G2,1001.436267
cell_8684,S,574.8992
cell_8685,S,691.4592
cell_8686,S,365.5306667
cell_8687,G1,172.6864
cell_8688,S,396.2058667
cell_8689,S,472.2581333
cell_8690,G2,884.9354667
cell_8691,S,370.2058667
cell_8692,G2,817.1098667
cell_8693,G1,239.2192
cell_8694,G1,284.7712
cell_8695,G2,929.5472
cell_8696,S,608.5557333
cell_8697,S,545.08
cell_8698,G1,123.9104
cell_8699,G2,941.1413333
cell_8700,G2,964.7424
cell_8701,S,810.4090667
cell_8702,S,657.0656
cell_8703,S,443.9856
cell_8704,G1,168.3344
cell_8705,G1,462.5290667
cell_8706,G1,143.7728
cell_8707,G1,292.8762667
cell_8708,G1,578.6506667
cell_8709,G1,149.0864
cell_8710,G1,180.2208
cell_8711,G2,965.9301333
cell_8712,S,550.0544
cell_8713,G1,197.6149333
cell_8714,G1,207.4645333
cell_8715,G2,962.6064
cell_8716,S,361.0890667
cell_8717,S,583.6133333
cell_8718,S,623.8426667
cell_8720,G2,1004.493333
cell_8721,G1,211.0816
cell_8722,S,390.9008
cell_8723,G1,751.4368
cell_8724,G1,66.66826667
cell_8725,G1,182.5781333
cell_8726,G1,949.1072
cell_8727,G1,198.2938667
cell_8728,G1,197.5637333
cell_8729,G2,1008.197333
cell_8730,S,620.1989333
cell_8731,G1,45.76053333
cell_8732,G1,294.1674667
cell_8733,G1,222.9888
cell_8734,S,583.9445333
cell_8735,G1,200.8181333
cell_8736,S,832.5728
cell_8737,G1,72.15573333
cell_8738,S,459.2864
cell_8739,G1,61.98346667
cell_8740,S,546.9290667
cell_8741,S,732.4730667
cell_8742,G1,279.3024
cell_8743,S,472.6026667
cell_8744,S,682.8170667
cell_8745,G1,49.5072
cell_8746,S,437.5482667
cell_8747,S,914.7136
cell_8748,G1,203.056
cell_8749,G1,188.0453333
cell_8750,G1,333.2528
cell_8751,G1,221.0842667
cell_8753,G1,126.2602667
cell_8754,G1,187.2762667
cell_8755,G1,287.0378667
cell_8756,G1,203.9493333
cell_8757,G1,207.0698667
cell_8758,S,717.8522667
cell_8759,G1,239.6544
cell_8760,S,686.4933333
cell_8761,S,739.4736
cell_8762,G1,181.0512
cell_8763,G1,295.5002667
cell_8764,G1,235.4736
cell_8765,G2,948.1749333
cell_8766,S,544.5498667
cell_8767,G1,47.43306667
cell_8768,G2,1113.942933
cell_8769,G1,257.1733333
cell_8770,G1,213.6138667
cell_8771,G1,269.3957333
cell_8772,S,333.4373333
cell_8773,G1,201.4426667
cell_8774,G1,189.6133333
cell_8775,G2,893.9477333
cell_8776,G1,153.8245333
cell_8777,S,398.3509333
cell_8778,G1,196.2144
cell_8779,G1,166.9845333
cell_8780,S,646.1557333
cell_8781,G1,181.2026667
cell_8782,G1,177.9205333
cell_8783,S,456.2938667
cell_8784,G1,47.9632
cell_8785,G1,64.57226667
cell_8786,G1,162.7749333
cell_8787,G1,311.4746667
cell_8788,S,702.8682667
cell_8789,G1,239.0453333
cell_8790,G1,120.2693333
cell_8791,S,768.2976
cell_8792,G2,895.1957333
cell_8793,G1,187.1429333
cell_8794,S,481.6128
cell_8795,G1,319.256
cell_8796,S,752.1941333
cell_8797,S,553.04
cell_8798,G2,1107.513067
cell_8799,S,462.0933333
cell_8800,G1,207.6490667
cell_8801,S,475.7098667
cell_8802,G2,969.7594667
cell_8803,S,786.9184
cell_8804,G1,74.048
cell_8805,G1,132.9573333
cell_8806,G1,64.33493333
cell_8807,G1,178.4874667
cell_8808,G1,290.6213333
cell_8809,G1,245.6570667
cell_8810,G1,496.0197333
cell_8811,G1,266.9370667
cell_8812,G1,88.59626667
cell_8813,G1,271.3621333
cell_8814,G1,435.5088
cell_8815,G1,277.7130667
cell_8816,S,656.0698667
cell_8817,G1,542.9898667
cell_8818,G1,204.1562667
cell_8819,G2,923.3061333
cell_8820,G2,996.4149333
cell_8821,S,738.6474667
cell_8822,S,866.6981333
cell_8823,S,550.9850667
cell_8824,S,792.5408
cell_8825,G1,243.5178667
cell_8827,G2,990.1664
cell_8828,G1,234.4069333
cell_8829,G1,190.7306667
cell_8830,G1,61.8752
cell_8831,G2,931.1610667
cell_8832,G1,231.5605333
cell_8833,G1,255.2965333
cell_8834,G1,243.7552
cell_8835,G1,51.58186667
cell_8836,G1,78.84853333
cell_8837,G1,271.1317333
cell_8838,S,512.4778667
cell_8839,S,650.8282667
cell_8840,S,432.6869333
cell_8841,G1,214.8997333
cell_8842,G1,270.6794667
cell_8843,S,337.8933333
cell_8844,S,510.5637333
cell_8845,G1,45.6528
cell_8846,G1,216.1941333
cell_8847,S,332.7589333
cell_8848,G1,276.9712
cell_8849,G1,219.8133333
cell_8850,G2,974.6928
cell_8851,G2,970.4208
cell_8852,G1,201.5077333
cell_8853,G1,158.8912
cell_8854,G1,508.768
cell_8855,G1,1054.078933
cell_8856,S,581.0288
cell_8857,G1,118.9029333
cell_8858,G1,139.1488
cell_8859,S,966.6426667
cell_8860,G1,391.6448
cell_8861,G1,165.3824
cell_8862,G1,191.2362667
cell_8863,G1,113.8261333
cell_8864,G1,735.4608
cell_8865,G2,977.84
cell_8866,G2,966.6906667
cell_8867,G1,137.6266667
cell_8868,S,541.7589333
cell_8869,G1,268.1349333
cell_8870,S,337.6037333
cell_8871,G1,192.2005333
cell_8872,S,425.5077333
cell_8873,G1,131.5866667
cell_8874,G1,79.896
cell_8875,G1,110.4624
cell_8876,S,685.1696
cell_8877,S,539.3861333
cell_8878,G1,464.6138667
cell_8879,S,692.3872
